Kode Kabupaten,Kabupaten,Provinsi,flood_events_total,deaths_total,missing_total,injured_total,affected_total,displaced_total,houses_heavy_damage,houses_medium_damage,houses_light_damage,houses_flooded,year_first_flood,year_last_flood,years_with_floods,flood_impact_score
11.01,Aceh Selatan,Aceh,41.0,2,0,0,97134,3524,4,0,14,18194,2020,2025,42,3031.7400000000002
11.02,Aceh Tenggara,Aceh,42.0,19,2,10,55082,6887,500,1218,2302,7674,2020,2025,42,3260.2200000000003
11.03,Aceh Timur,Aceh,47.0,10,1,0,237647,129716,48,8,21,56458,2020,2025,47,9069.27
11.04,Aceh Tengah,Aceh,22.0,21,23,0,55380,8302,15,0,19,2373,2021,2025,22,2913.1000000000004
11.05,Aceh Barat,Aceh,25.0,4,0,0,95950,4991,45,113,138,14367,2020,2025,25,2821.2
11.06,Aceh Besar,Aceh,18.0,3,3,0,8293,1589,5,6,1,2745,2020,2025,18,675.4300000000001
11.07,Pidie,Aceh,14.0,1,0,0,138619,37740,99,0,54,20542,2020,2025,14,3554.3900000000003
11.08,Aceh Utara,Aceh,32.0,121,118,0,436971,253914,34,74,57,94641,2020,2025,32,25965.809999999998
11.09,Simeulue,Aceh,21.0,0,0,0,10913,526,7,0,0,2056,2020,2024,21,335.73
11.1,Aceh Singkil,Aceh,26.0,0,0,0,166032,22622,2,4,12,15719,2020,2025,26,3258.2200000000003
11.11,Bireuen,Aceh,17.0,22,11,0,60632,57436,0,0,3,9215,2020,2025,17,3744.82
11.12,Aceh Barat Daya,Aceh,12.0,0,0,1,2108,5,0,0,6,1100,2020,2025,12,143.07999999999998
11.13,Gayo Lues,Aceh,24.0,4,2,0,27286,18256,1340,9,91,1811,2020,2025,24,877.96
11.14,Aceh Jaya,Aceh,32.0,0,0,0,56205,4906,0,75,0,16085,2020,2025,32,2202.55
11.15,Nagan Raya,Aceh,15.0,2,3,0,79979,8359,5,236,6,11817,2020,2025,15,2196.49
11.16,Aceh Tamiang,Aceh,27.0,42,0,6,417806,311923,2,0,0,38388,2020,2025,27,12243.86
11.17,Bener Meriah,Aceh,8.0,31,23,13,177573,37682,2,2,7,29,2020,2025,8,4886.629999999999
11.18,Pidie Jaya,Aceh,14.0,23,8,1821,164590,25027,2,0,0,19073,2020,2025,14,5867.200000000001
11.71,Kota Banda Aceh,Aceh,1.0,0,0,0,186,0,0,0,0,0,2020,2020,1,2.8600000000000003
11.72,Kota Sabang,Aceh,6.0,0,0,0,2627,29,2,0,2,539,2021,2023,6,86.17
11.73,Kota Lhokseumawe,Aceh,16.0,4,3,3,208552,24933,700,200,4,20005,2020,2025,16,4502.02
11.74,Kota Langsa,Aceh,14.0,2,0,0,228008,1,1,2,7,23188,2020,2025,15,4812.88
11.75,Kota Subulussalam,Aceh,17.0,1,0,0,71535,2481,2,0,10,10387,2020,2025,17,1871.0500000000002
12.01,Tapanuli Tengah,Sumatera Utara,7.0,98,109,543,305134,10882,56,28,41,75927,2020,2025,7,20451.04
12.02,Tapanuli Utara,Sumatera Utara,6.0,34,14,3,16546,3600,22,0,493,223,2023,2025,6,3593.76
12.03,Tapanuli Selatan,Sumatera Utara,24.0,81,35,155,294170,8079,120,6,1863,2518,2020,2025,24,11317.5
12.04,Nias,Sumatera Utara,8.0,2,0,0,16994,35,5,8,0,985,2021,2025,8,476.44
12.05,Langkat,Sumatera Utara,40.0,12,0,11,650654,21972,5,0,0,537330,2020,2025,41,61479.54
12.06,Karo,Sumatera Utara,6.0,6,0,0,425,0,5,0,57,4,2020,2024,6,610.65
12.07,Deli Serdang,Sumatera Utara,51.0,35,4,19,369310,7624,9,0,220,84487,2020,2025,53,15692.800000000001
12.08,Simalungun,Sumatera Utara,11.0,2,0,1,4804,72,23,0,17,912,2023,2025,11,350.24
12.09,Asahan,Sumatera Utara,38.0,0,0,0,89941,2002,4,1,12,28617,2020,2025,39,3799.11
12.1,Labuhanbatu,Sumatera Utara,9.0,1,0,0,24685,0,0,0,0,4851,2020,2025,9,840.95
12.11,Dairi,Sumatera Utara,8.0,0,0,0,946,32,23,0,24,72,2023,2025,9,24.66
12.12,Toba,Sumatera Utara,4.0,0,0,0,714,0,1,0,0,143,2021,2023,4,25.44
12.13,Mandailing Natal,Sumatera Utara,20.0,2,2,1,28353,13288,51,12,48,4719,2020,2025,20,975.4300000000001
12.14,Nias Selatan,Sumatera Utara,6.0,1,0,0,2160,0,2,0,0,209,2020,2025,6,148.5
12.15,Pakpak Bharat,Sumatera Utara,2.0,2,0,0,1835,0,0,0,0,0,2023,2025,2,220.35
12.16,Humbang Hasundutan,Sumatera Utara,5.0,11,11,10,7284,2510,204,39,110,146,2023,2025,5,1192.4399999999998
12.17,Samosir,Sumatera Utara,3.0,1,0,100,133,669,7,0,6,115,2023,2024,3,115.83
12.18,Serdang Bedagai,Sumatera Utara,41.0,1,0,0,349546,3924,4,0,0,79844,2020,2025,41,11620.86
12.19,Batu Bara,Sumatera Utara,39.0,0,0,0,232798,5079,4,2,2,61174,2020,2025,39,8484.380000000001
12.2,Padang Lawas Utara,Sumatera Utara,6.0,0,0,0,2070,0,0,0,0,435,2023,2025,6,70.2
12.21,Padang Lawas,Sumatera Utara,21.0,0,0,0,16524,462,150,66,466,3621,2021,2025,21,548.34
12.22,Labuhanbatu Selatan,Sumatera Utara,12.0,0,0,0,36447,2872,0,0,0,7622,2023,2025,13,1138.67
12.23,Labuhanbatu Utara,Sumatera Utara,20.0,0,0,0,48452,1,1,200,5,11563,2020,2025,20,1660.82
12.24,Nias Utara,Sumatera Utara,11.0,0,0,0,38225,0,0,0,0,7270,2020,2025,11,1120.25
12.25,Nias Barat,Sumatera Utara,5.0,0,0,0,11562,40,3,0,4,2439,2020,2025,5,364.52
12.71,Kota Medan,Sumatera Utara,56.0,13,1,0,701196,10620,0,0,0,161614,2020,2025,56,24529.36
12.72,Kota Pematangsiantar,Sumatera Utara,8.0,1,0,0,915,0,0,0,0,232,2020,2024,8,140.35000000000002
12.73,Kota Sibolga,Sumatera Utara,3.0,52,0,7,1815,3359,0,0,0,363,2023,2025,3,5257.45
12.74,Kota Tanjung Balai,Sumatera Utara,12.0,1,0,0,165961,34,0,0,0,45097,2020,2025,12,6281.3099999999995
12.75,Kota Binjai,Sumatera Utara,18.0,0,0,0,81453,10982,0,0,0,24754,2020,2025,18,3307.9300000000003
12.76,Kota Tebing Tinggi,Sumatera Utara,19.0,0,0,0,124429,550,0,0,1,31662,2020,2025,19,4429.49
12.77,Kota Padang Sidempuan,Sumatera Utara,16.0,3,2,1,10145,2160,232,198,98,1385,2020,2025,16,555.95
12.78,Kota Gunungsitoli,Sumatera Utara,11.0,2,0,2,16346,0,22,0,5,4724,2021,2025,11,846.8600000000001
13.01,Pesisir Selatan,Sumatera Barat,42.0,26,6,1,216757,79610,1215,4356,4832,99294,2020,2025,43,14738.970000000001
13.02,Solok,Sumatera Barat,18.0,1,0,96,26072,4265,219,258,182,4924,2020,2025,18,871.1200000000001
13.03,Sijunjung,Sumatera Barat,18.0,0,0,0,7468,136,8,0,89,2529,2020,2025,18,345.58000000000004
13.04,Tanah Datar,Sumatera Barat,5.0,4,1,4,5065,1633,334,126,103,64,2020,2025,5,462.04999999999995
13.05,Padang Pariaman,Sumatera Barat,28.0,37,6,527,61258,12903,45,61,29,22940,2020,2025,29,6634.58
13.06,Agam,Sumatera Barat,25.0,170,189,23,2644,6521,202,122,1085,757,2020,2025,25,17127.14
13.07,Lima Puluh Kota,Sumatera Barat,32.0,3,2,0,28091,2046,22,4,1063,5053,2020,2025,34,1118.21
13.08,Pasaman,Sumatera Barat,23.0,3,1,3,10064,3432,25,2,11,1209,2020,2025,23,544.54
13.09,Kepulauan Mentawai,Sumatera Barat,26.0,2,0,0,31601,509,0,0,18,5499,2020,2025,26,1091.9099999999999
13.1,Dharmasraya,Sumatera Barat,20.0,2,0,1437,23698,6134,2,606,623,7206,2020,2025,20,1177.58
13.11,Solok Selatan,Sumatera Barat,22.0,1,0,3151,5857,364,9,7,64,2096,2020,2025,22,390.17
13.12,Pasaman Barat,Sumatera Barat,28.0,3,4,1,72098,6218,31,7,19,4776,2020,2025,28,1526.58
13.71,Kota Padang,Sumatera Barat,13.0,13,3,8,64205,13691,275,0,150,11741,2020,2025,13,3129.1500000000005
13.72,Kota Solok,Sumatera Barat,12.0,1,0,0,35661,3141,0,1,0,7003,2020,2025,12,1168.91
13.73,Kota Sawahlunto,Sumatera Barat,2.0,0,0,0,784,44,0,0,3,240,2020,2024,2,33.84
13.74,Kota Padang Panjang,Sumatera Barat,4.0,51,65,4,1148,631,52,16,196,126,2021,2025,4,5128.08
13.75,Kota Bukittinggi,Sumatera Barat,8.0,0,0,0,1751,40,0,0,1,463,2020,2024,8,71.81
13.76,Kota Payakumbuh,Sumatera Barat,3.0,0,0,0,0,0,0,7,7,10,2020,2024,3,4.0
13.77,Kota Pariaman,Sumatera Barat,5.0,0,0,0,10956,245,3,8,37,2894,2023,2025,5,403.96000000000004
14.01,Kampar,Riau,57.0,0,0,0,117619,510,25,0,1959,23280,2020,2025,58,3561.19
14.02,Indragiri Hulu,Riau,40.0,0,0,0,107107,9293,0,0,175,27869,2020,2025,41,3897.9700000000003
14.03,Bengkalis,Riau,28.0,0,0,0,30699,4651,0,0,0,6718,2021,2024,28,1006.7900000000001
14.04,Indragiri Hilir,Riau,22.0,0,0,0,49964,864,27,9,100,14113,2021,2025,22,1932.94
14.05,Pelalawan,Riau,9.0,0,0,0,68061,2738,0,0,20,19398,2021,2025,9,2629.4100000000003
14.06,Rokan Hulu,Riau,46.0,1,0,0,136404,75,0,7,12101,19724,2020,2025,46,3482.44
14.07,Rokan Hilir,Riau,24.0,0,0,0,186458,15641,12,13,349,45974,2020,2025,24,6485.9800000000005
14.08,Siak,Riau,21.0,0,0,0,7700,812,0,0,9,3455,2021,2025,21,443.5
14.09,Kuantan Singingi,Riau,37.0,0,0,0,213953,0,1,0,170,46381,2023,2025,37,6814.630000000001
14.1,Kepulauan Meranti,Riau,7.0,0,0,0,13114,0,1,0,403,1368,2021,2023,7,274.94000000000005
14.71,Kota Pekanbaru,Riau,35.0,0,0,0,37897,535,0,0,718,9218,2020,2025,35,1335.77
14.72,Kota Dumai,Riau,7.0,0,0,0,9380,662,0,0,0,2281,2021,2025,7,328.90000000000003
15.01,Kerinci,Jambi,30.0,4,2,2,66932,6,56,86,305,17223,2020,2024,31,2821.6200000000003
15.02,Merangin,Jambi,21.0,0,0,0,8943,0,2,0,7,7144,2020,2025,21,824.8300000000002
15.03,Sarolangun,Jambi,19.0,0,0,0,64221,250,120,0,4,18722,2020,2025,20,2533.41
15.04,Batanghari,Jambi,15.0,0,0,0,52773,220,0,0,0,18272,2020,2025,15,2369.9300000000003
15.05,Muaro Jambi,Jambi,12.0,0,0,0,3785,329,0,0,160,7645,2020,2025,12,814.35
15.06,Tanjung Jabung Barat,Jambi,9.0,0,0,0,1633,160,0,0,0,297,2020,2025,9,55.03
15.07,Tanjung Jabung Timur,Jambi,8.0,0,0,0,7678,0,59,89,116,0,2021,2025,8,84.78
15.08,Bungo,Jambi,20.0,1,0,0,146711,0,1,0,2,23916,2020,2024,20,3978.71
15.09,Tebo,Jambi,14.0,0,0,0,43964,44987,2660,0,2,33247,2020,2025,14,3778.34
15.71,Kota Jambi,Jambi,4.0,0,0,0,4219,0,0,0,0,6041,2020,2024,4,650.29
15.72,Kota Sungai Penuh,Jambi,21.0,2,0,2,53521,26616,32,51,7,21583,2020,2025,21,2914.51
16.01,Ogan Komering Ulu,Sumatera Selatan,35.0,7,1,14,207929,20924,50,38,37,42309,2020,2025,36,7045.1900000000005
16.02,Ogan Komering Ilir,Sumatera Selatan,6.0,0,0,0,6836,110,0,0,0,1566,2020,2025,6,230.96000000000004
16.03,Muara Enim,Sumatera Selatan,33.0,0,0,0,45962,40,16,0,5,11799,2020,2025,34,1672.52
16.04,Lahat,Sumatera Selatan,13.0,1,0,0,6465,435,127,399,486,3762,2020,2024,13,553.85
16.05,Musi Rawas,Sumatera Selatan,16.0,0,0,0,88028,0,2,0,0,18510,2020,2025,16,2747.2799999999997
16.06,Musi Banyuasin,Sumatera Selatan,39.0,0,0,0,234367,3185,6,0,2,28610,2020,2025,39,5243.67
16.07,Banyuasin,Sumatera Selatan,15.0,0,0,0,20787,80,0,0,0,4518,2020,2025,15,674.6700000000001
16.08,Ogan Komering Ulu Timur,Sumatera Selatan,12.0,0,0,0,8870,0,1,0,6,2323,2020,2025,12,333.0
16.09,Ogan Komering Ulu Selatan,Sumatera Selatan,16.0,6,1,6,17314,143,50,11,33,3842,2020,2025,17,1173.3400000000001
16.1,Ogan Ilir,Sumatera Selatan,20.0,0,0,0,11530,0,1,0,0,2449,2020,2025,21,380.20000000000005
16.11,Empat Lawang,Sumatera Selatan,10.0,0,0,0,9880,0,18,0,69,1958,2020,2024,10,304.6
16.12,Penukal Abab Lematang Ilir,Sumatera Selatan,23.0,0,0,4,62018,246,9,0,0,11500,2020,2025,23,1793.18
16.13,Musi Rawas Utara,Sumatera Selatan,13.0,4,2,0,206759,54108,464,110,336,38659,2020,2024,13,6346.49
16.71,Kota Palembang,Sumatera Selatan,3.0,2,0,0,1990,0,0,0,0,100,2021,2025,3,232.9
16.72,Kota Pagar Alam,Sumatera Selatan,4.0,0,0,0,810,0,0,0,0,192,2020,2024,4,31.300000000000004
16.73,Kota Lubuk Linggau,Sumatera Selatan,10.0,0,0,0,4114,0,15,0,155,810,2020,2025,10,132.14
16.74,Kota Prabumulih,Sumatera Selatan,13.0,0,0,0,34024,0,7,50,100,8682,2020,2025,13,1221.44
17.01,Bengkulu Selatan,Bengkulu,9.0,0,0,0,3420,0,0,0,25,692,2020,2025,9,112.4
17.02,Rejang Lebong,Bengkulu,4.0,0,0,3,3975,0,0,2,0,45,2020,2022,4,48.25
17.03,Bengkulu Utara,Bengkulu,11.0,0,0,0,15970,75,2,2,7,3362,2020,2025,11,506.9000000000001
17.04,Kaur,Bengkulu,10.0,10,0,0,21155,185,0,1,1,2644,2020,2023,10,1485.95
17.05,Seluma,Bengkulu,25.0,1,0,0,26649,100,27,6,391,6774,2020,2025,25,1068.89
17.06,Muko Muko,Bengkulu,7.0,0,0,0,7145,1140,1,0,1,1577,2020,2023,7,236.15000000000003
17.07,Lebong,Bengkulu,6.0,0,0,1,15465,0,80,0,267,2990,2020,2025,6,459.65
17.08,Kepahiang,Bengkulu,10.0,0,0,0,2711,0,25,0,13,474,2020,2024,10,84.51
17.09,Bengkulu Tengah,Bengkulu,10.0,0,0,0,13415,0,0,0,9,1769,2020,2023,10,321.05
17.71,Kota Bengkulu,Bengkulu,21.0,0,0,0,48405,3810,0,0,1,13360,2020,2025,21,1841.05
18.01,Lampung Selatan,Lampung,29.0,6,0,0,32750,787,10,43,46,8405,2020,2025,29,1797.0
18.02,Lampung Tengah,Lampung,5.0,0,0,0,1455,0,4,0,3,326,2021,2025,5,52.150000000000006
18.03,Lampung Utara,Lampung,2.0,0,0,0,135,0,1,0,0,27,2024,2025,2,6.050000000000001
18.04,Lampung Barat,Lampung,14.0,0,0,0,983,244,17,2,31,496,2020,2025,16,73.43
18.05,Tulang Bawang,Lampung,22.0,0,0,0,105849,0,9,0,3,26109,2020,2025,22,3691.3900000000003
18.06,Tanggamus,Lampung,26.0,5,1,0,44668,875,159,362,2758,6986,2020,2025,26,1671.2800000000002
18.07,Lampung Timur,Lampung,21.0,1,0,0,12211,1091,0,99,9,3179,2020,2025,21,561.01
18.08,Way Kanan,Lampung,5.0,0,0,0,2595,0,0,0,0,549,2020,2025,5,85.85000000000001
18.09,Pesawaran,Lampung,25.0,1,0,0,37433,0,70,321,1207,8743,2020,2025,25,1373.63
18.1,Pringsewu,Lampung,5.0,0,0,0,3200,692,1,0,0,636,2022,2025,5,100.6
18.11,Mesuji,Lampung,20.0,2,0,0,11171,57,0,0,4,2185,2021,2025,20,550.21
18.12,Tulang Bawang Barat,Lampung,3.0,0,0,0,170,0,0,0,0,101,2023,2025,3,14.8
18.13,Pesisir Barat,Lampung,13.0,0,0,0,2270,0,2,0,10,723,2020,2025,14,108.0
18.71,Kota Bandar Lampung,Lampung,21.0,8,0,0,159627,565,113,0,855,36167,2020,2025,21,6033.97
19.01,Bangka,Kepulauan Bangka Belitung,8.0,0,0,0,2369,0,0,0,4,915,2021,2023,8,123.19
19.02,Belitung,Kepulauan Bangka Belitung,3.0,0,0,0,1030,20,0,0,0,114,2020,2021,3,24.700000000000003
19.03,Bangka Selatan,Kepulauan Bangka Belitung,3.0,0,0,0,915,0,0,0,64,111,2021,2022,3,23.25
19.04,Bangka Tengah,Kepulauan Bangka Belitung,3.0,0,0,0,410,0,0,0,0,110,2020,2021,3,18.1
19.05,Bangka Barat,Kepulauan Bangka Belitung,12.0,0,0,0,4908,0,0,0,171,1021,2021,2025,12,163.18
19.06,Belitung Timur,Kepulauan Bangka Belitung,5.0,0,0,0,2377,0,0,5,69,0,2021,2025,5,28.77
19.71,Kota Pangkal Pinang,Kepulauan Bangka Belitung,9.0,0,0,0,5814,0,0,0,1,1722,2020,2025,9,239.34000000000003
21.01,Bintan,Kepulauan Riau,8.0,0,0,1,13446,1843,0,1,0,3287,2020,2024,8,471.1600000000001
21.02,Karimun,Kepulauan Riau,3.0,0,0,0,786,0,0,0,25,166,2023,2024,3,27.46
21.03,Natuna,Kepulauan Riau,8.0,0,6,0,7096,122,3,0,1,1252,2020,2024,8,204.16000000000003
21.04,Lingga,Kepulauan Riau,5.0,0,0,0,666,45,6,0,9,47,2021,2025,5,16.36
21.05,Kepulauan Anambas,Kepulauan Riau,6.0,0,0,0,5329,157,4,6,6,1185,2020,2023,6,177.79
21.72,Kota Tanjung Pinang,Kepulauan Riau,5.0,1,0,0,3280,411,0,0,14,813,2021,2024,5,219.10000000000002
31.71,Kota Adm. Jakarta Pusat,DKI Jakarta,2.2,2,0,0,71,2859,0,0,0,20,2020,2025,7,204.91
31.72,Kota Adm. Jakarta Utara,DKI Jakarta,7.95,1,0,0,301,4025,0,0,0,50,2020,2025,17,115.96000000000001
31.73,Kota Adm. Jakarta Barat,DKI Jakarta,19.78333333333333,8,0,0,16734,16835,0,0,0,2221,2020,2025,35,1209.2233333333334
31.74,Kota Adm. Jakarta Selatan,DKI Jakarta,32.53333333333333,10,1,6,44828,21430,30,0,1,7640,2020,2025,57,2244.8133333333335
31.75,Kota Adm. Jakarta Timur,DKI Jakarta,33.53333333333333,10,0,0,95043,36978,0,0,0,7099,2020,2025,57,2693.8633333333337
32.01,Bogor,Jawa Barat,169.2,18,1,24,253019,25917,836,702,1590,49734,2020,2025,219,9472.79
32.02,Sukabumi,Jawa Barat,61.0,7,0,10377,35430,3857,520,1087,1468,3878,2020,2025,66,1503.1
32.03,Cianjur,Jawa Barat,30.0,5,0,1,19909,2101,32,32,38,4246,2020,2025,31,1153.69
32.04,Bandung,Jawa Barat,109.0,3,5,9,1215656,18139,94,61,138,253429,2020,2025,123,37908.46
32.05,Garut,Jawa Barat,38.0,1,0,1,41772,3294,243,362,1644,9060,2020,2025,42,1461.72
